BHK,project,Location,City,Total sqft,price_sqft,price
2 BHK Apartment,Arihant AradhanaKharghar,Kharghar,Mumbai,1250,"10,400",1.3 Cr
2 BHK Apartment,Raikar Sujata EmpressKharghar,Kharghar,Mumbai,1150,"10,869",1.25 Cr
3 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1880,"10,638",2 Cr
3,NA,Kharghar,Mumbai,1665,"8,408",1.4 Cr
2 BHK Apartment,Ambika Ambika HeritageKharghar,Kharghar,Mumbai,1175,"11,659",1.37 Cr
2 BHK Apartment,Goodwill ParadiseKharghar,Kharghar,Mumbai,1150,"10,869",1.25 Cr
2,NA,Kharghar,Mumbai,1200,"9,166",1.1 Cr
3 BHK Apartment,Reputed Builder Kasturi HeightsKharghar,Kharghar,Mumbai,1550,"11,612",1.8 Cr
2 BHK Apartment,Goodwill ParadiseKharghar,Kharghar,Mumbai,1750,"10,000",1.75 Cr
2 BHK Apartment,Arihant KrupaKharghar,Kharghar,Mumbai,1100,"9,545",1.05 Cr
2 BHK Apartment,Proviso GalaxyKharghar,Kharghar,Mumbai,1150,"9,391",1.08 Cr
3,NA,Kharghar,Mumbai,1650,"10,909",1.8 Cr
3,NA,Kharghar,Mumbai,1630,"12,208",1.99 Cr
3 BHK Apartment,Shah HeightsKharghar,Kharghar,Mumbai,1675,"10,746",1.8 Cr
3 BHK Apartment,Trishul SymphonyKharghar,Kharghar,Mumbai,1950,"9,692",1.89 Cr
2 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1240,"10,483",1.3 Cr
2 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,950,"10,526",1 Cr
3 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,1350,"10,370",1.4 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"10,392",45 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"10,392",45 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"10,230",71 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"10,230",71 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"11,806",1.23 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"11,806",1.23 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"11,812",90.6 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"11,812",90.6 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,"11,810",1.22 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,"11,810",1.22 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,"11,822",1.33 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,"11,822",1.33 Cr
1 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,"11,204",46.5 L
1 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,"11,204",46.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,"11,219",74.61 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,"11,219",74.61 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,"7,877",40.25 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,702,"8,333",58.49 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,"7,877",40.25 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,"7,942",49 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"7,609",35.99 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"7,609",35.99 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,"7,942",49 L
3 BHK Apartment,Reputed Builder KalpatruMira Road East,Mira Road East,Mumbai,1235,"10,364",1.28 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,689,"35,268",2.43 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1046,"36,998",3.87 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,735,"37,142",2.73 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,739,"39,242",2.9 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1063,"40,733",4.33 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1232,"36,363",4.48 Cr
3,NA,Koper Khairane,Mumbai,1000,"13,500",1.35 Cr
2 BHK Apartment,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1300,"12,692",1.65 Cr
3 BHK Independent House,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1550,"13,870",2.15 Cr
1 BHK Apartment,Vihan Sunshine HeightsGhansoli,Ghansoli,Mumbai,650,"12,307",80 L
1 BHK Apartment,Raikar Mangal ApartmentGhansoli,Ghansoli,Mumbai,715,"10,489",75 L
4,NA,Koper Khairane,Mumbai,3500,"6,571",2.3 Cr
4 BHK Apartment,Satyam Imperial HeightsGhansoli,Ghansoli,Mumbai,3605,"14,563",5.25 Cr
2 BHK Apartment,Gee Cee Cloud 36 Phase IGhansoli,Ghansoli,Mumbai,1300,"15,769",2.05 Cr
3 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,1350,"10,370",1.4 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"10,359",95 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"10,416",60 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"10,392",45 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"10,392",45 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"10,230",71 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"10,230",71 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"11,221",73.5 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,555",85 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"11,806",1.23 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"11,806",1.23 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"11,812",90.6 L
1 BHK Apartment,Uma Elements Shil Phata,Shil Phata,Mumbai,471,"7,429",34.99 L
2 BHK Apartment,Reputed Builder Shiv SankalpaSeawoods,Seawoods,Mumbai,1150,"10,434",1.2 Cr
3 BHK Apartment,Reputed Builder Balaji HeightsNerul,Nerul,Mumbai,1675,"14,925",2.5 Cr
2 BHK Apartment,Juhi GreensSeawoods,Seawoods,Mumbai,1300,"15,384",2 Cr
2 BHK Apartment,Meridian MeadowsKharghar,Kharghar,Mumbai,1275,"12,941",1.65 Cr
3,NA,Bandra West,Mumbai,1100,"36,363",4 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"4,984",48.75 L
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"4,856",47.5 L
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"4,703",46 L
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"7,523",79 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"9,868",75 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"10,909",1.2 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"7,866",59 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"7,162",53 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,750,"10,133",76 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"11,222",1.51 Cr
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"11,185",1.51 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"10,396",1.05 Cr
3 BHK Apartment,Siddha Sky Phase 1Sion,Sion,Mumbai,800,"24,375",1.95 Cr
2 BHK Apartment,Siddha Sky Phase 1Sion,Sion,Mumbai,600,"24,166",1.45 Cr
2 BHK Apartment,Satyam Peace Of MindKharghar,Kharghar,Mumbai,575,"15,130",87 L
3 BHK Apartment,Satyam Peace Of MindKharghar,Kharghar,Mumbai,929,"15,069",1.4 Cr
1,NA,Ulwe,Mumbai,590,"5,593",33 L
1,NA,Ulwe,Mumbai,560,"5,357",30 L
3 BHK Apartment,Hiranandani Gardens HeritagePowai,Powai,Mumbai,1335,"32,584",4.35 Cr
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"7,523",79 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"9,868",75 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"10,909",1.2 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"7,866",59 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"7,162",53 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"11,222",1.51 Cr
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"11,185",1.51 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"10,396",1.05 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,"10,150",1.01 Cr
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,"10,422",74 L
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,"10,434",72 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"11,185",1.51 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"10,396",1.05 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,"10,150",1.01 Cr
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,"10,422",74 L
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,"10,434",72 L
2 BHK Apartment,JP North Barcelona Wing DMira Road East,Mira Road East,Mumbai,1010,"12,079",1.22 Cr
1 BHK Apartment,JP North Phase 6 AlexaMira Road East,Mira Road East,Mumbai,693,"9,235",64 L
1 BHK Apartment,RNA NG N G Diamond Hill D Phase IIMira Road East,Mira Road East,Mumbai,710,"8,309",59 L
1 BHK Apartment,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,690,"8,260",57 L
2 BHK Apartment,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,1010,"7,722",78 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,700,"9,642",67.5 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,745,"9,194",68.5 L
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"7,523",79 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"9,868",75 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"10,909",1.2 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"7,866",59 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"8,333",90 L
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"7,162",53 L
1,NA,Greater Khanda,Mumbai,622,"8,360",52 L
2,NA,Kalwa,Mumbai,1000,"9,200",92 L
1 BHK Apartment,Y K and Sons Yashwant AvenueVirar,Virar,Mumbai,700,"4,714",33 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,610,"5,655",34.5 L
1 BHK Apartment,M Baria White CityVirar,Virar,Mumbai,650,"5,230",34 L
2 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,950,"5,473",52 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,1050,"5,619",59 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,950,"5,157",49 L
2,NA,Virar West,Mumbai,980,"3,877",38 L
1 BHK Apartment,Ekta Parksville Phase IIVirar,Virar,Mumbai,620,"4,838",30 L
2 BHK Apartment,Ekta Parksville Phase IVirar,Virar,Mumbai,950,"4,421",42 L
1 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,650,"5,692",37 L
2 BHK Apartment,Cosmos LegendVirar,Virar,Mumbai,950,"3,789",36 L
2 BHK Apartment,Midas HeightsVirar,Virar,Mumbai,860,"4,825",41.5 L
1 BHK Apartment,Midas HeightsVirar,Virar,Mumbai,650,"5,000",32.5 L
2 BHK Apartment,Tirupati Balaji PlatinumVirar,Virar,Mumbai,865,"4,393",38 L
1 BHK Apartment,Sugandhi Shree Sugandh Virar,Virar,Mumbai,730,"4,700",34.31 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,1000,"5,800",58 L
1 BHK Apartment,Sumit Greendale NXVirar,Virar,Mumbai,650,"4,769",31 L
1,NA,Virar West,Mumbai,750,"3,333",25 L
2 BHK Apartment,Bachraj ParadiseVirar,Virar,Mumbai,940,"4,361",41 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,880,"5,284",46.5 L
1 BHK Apartment,Vinay Unique GardensVirar,Virar,Mumbai,700,"4,285",30 L
3 BHK Apartment,Rustomjee Avenue MVirar,Virar,Mumbai,1240,"5,241",65 L
1,NA,Kandivali West,Mumbai,340,"11,029",37.5 L
1,NA,Kandivali West,Mumbai,340,"10,588",36 L
1,NA,Kandivali West,Mumbai,340,"10,588",36 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,390,"12,820",50 L
1 RK Studio Apartment,Reputed Builder Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,"11,617",39.5 L
1 RK Studio Apartment,Reputed Builder Chatrapati Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,"11,176",38 L
1,NA,Kandivali West,Mumbai,340,"10,882",37 L
1 RK Studio Apartment,Reputed Builder Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,"12,352",42 L
2,NA,Goregaon East,Mumbai,800,"14,375",1.15 Cr
2 BHK Apartment,Swaraj Homes Deshmukh HomesKalyan East,Kalyan East,Mumbai,780,"6,794",53 L
2 BHK Apartment,H Square AN HeightsMalad West,Malad West,Mumbai,990,"15,050",1.49 Cr
1,NA,Dombivali East,Mumbai,750,"4,466",33.5 L
1 BHK Apartment,Ornate Kallisto Phase IBhiwandi,Bhiwandi,Mumbai,587,"6,132",36 L
3 BHK Apartment,JP DecksMalad East,Malad East,Mumbai,2225,"22,471",5 Cr
1 BHK Apartment,Sunraj SupremeDombivali,Dombivali,Mumbai,525,"7,876",41.35 L
2 BHK Apartment,Sunraj SupremeDombivali,Dombivali,Mumbai,724,"9,088",65.8 L
1 BHK Apartment,Sunraj SupremeDombivali,Dombivali,Mumbai,468,"8,162",38.2 L
2 BHK Apartment,Sunraj SupremeDombivali,Dombivali,Mumbai,667,"9,439",62.96 L
2 BHK Apartment,Ekta ParksvilleVirar,Virar,Mumbai,950,"4,736",44.99 L
1 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,422,"9,004",38 L
1 BHK Apartment,Vinay Unique GardensVirar,Virar,Mumbai,410,"8,292",34 L
1 BHK Apartment,Eric Star HeightVirar,Virar,Mumbai,389,"7,712",30 L
1 BHK Apartment,Poonam HeightsVirar,Virar,Mumbai,402,"7,711",31 L
1 BHK Apartment,Bhoomi AcropolisVirar,Virar,Mumbai,389,"8,226",32 L
1 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,436,"8,944",39 L
1 BHK Apartment,Laxmi Avenue D Global CityVirar,Virar,Mumbai,389,"7,969",31 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,425,"9,647",41 L
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,364,"7,692",27.99 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,656,"10,740",70.45 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,540,"10,740",58 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,572,"10,740",61.43 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,444,"10,135",45 L
3 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,759,"10,803",82 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,479,"10,135",48.54 L
1 BHK Apartment,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,525,"12,000",63 L
1 BHK Apartment,Reputed Builder Shree ji DhamAiroli,Airoli,Mumbai,550,"10,545",58 L
1,NA,Airoli,Mumbai,675,"10,370",70 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,572,"10,740",61.43 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,444,"10,135",45 L
3 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,759,"10,803",82 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,479,"10,135",48.54 L
1 BHK Apartment,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,525,"12,000",63 L
1 BHK Apartment,Reputed Builder Shree ji DhamAiroli,Airoli,Mumbai,550,"10,545",58 L
1,NA,Airoli,Mumbai,675,"10,370",70 L
2,NA,Airoli,Mumbai,1050,"8,095",85 L
2 BHK Apartment,Newa Garden IIAiroli,Airoli,Mumbai,1200,"10,833",1.3 Cr
2 BHK Apartment,Reputed Builder Alankar CHSAiroli,Airoli,Mumbai,1050,"11,904",1.25 Cr
1,NA,Dighe,Mumbai,750,"11,733",88 L
2 BHK Apartment,Gajra Bhoomi ColossaAiroli,Airoli,Mumbai,1250,"12,240",1.53 Cr
1 BHK Apartment,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,600,"10,833",65 L
1 BHK Apartment,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,600,"10,833",65 L
2 BHK Apartment,Reputed Builder Mercury TowerAiroli,Airoli,Mumbai,1150,"10,869",1.25 Cr
1 BHK Apartment,Lodha Majiwada Tower 1Thane West,Thane West,Mumbai,455,"18,681",85 L
1,NA,Thakurli,Mumbai,600,"7,333",44 L
1,NA,Thane West,Mumbai,660,"7,272",48 L
2,NA,Thane West,Mumbai,600,"10,500",63 L
2,NA,Thane West,Mumbai,900,"10,555",95 L
2,NA,Thane West,Mumbai,850,"7,294",62 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,395,"9,896",39.09 L
1,NA,Thane West,Mumbai,530,"7,735",41 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,492,"10,106",49.72 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,396,"9,894",39.18 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,393,"9,897",38.89 L
2,NA,Thane West,Mumbai,850,"7,294",62 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,360,"9,899",35.63 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,359,"9,896",35.52 L
3 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,709,"10,114",71.71 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,394,"9,892",38.97 L
1,NA,Thane West,Mumbai,640,"9,375",60 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,370,"9,898",36.62 L
3 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,685,"10,115",69.29 L
3 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,788,"9,353",73.7 L
2,NA,Thane West,Mumbai,850,"7,411",63 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,483,"10,103",48.79 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,352,"9,895",34.83 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,497,"10,103",50.21 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,382,"9,897",37.8 L
2 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,499,"10,101",50.4 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,380,"9,892",37.58 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,398,"9,891",39.37 L
1 BHK Apartment,Agarwal ParamountVirar,Virar,Mumbai,381,"9,892",37.69 L
3 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,1470,"50,748",7.46 Cr
2 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,737,"50,610",3.73 Cr
3 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,1474,"50,610",7.46 Cr
2 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,735,"50,748",3.73 Cr
2 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,676,"47,189",3.19 Cr
2 BHK Apartment,Roha Realty Roha VatikaKurla,Kurla,Mumbai,539,"21,892",1.18 Cr
3 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,1352,"47,337",6.4 Cr
1 BHK Apartment,Roha Realty Roha VatikaKurla,Kurla,Mumbai,444,"22,297",99 L
3 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,1385,"46,209",6.4 Cr
2 BHK Apartment,Roha Realty Roha VatikaKurla,Kurla,Mumbai,558,"22,043",1.23 Cr
2 BHK Apartment,Roha Realty Roha VatikaKurla,Kurla,Mumbai,512,"22,265",1.14 Cr
2 BHK Apartment,Lodha VistaLower Parel,Lower Parel,Mumbai,679,"46,980",3.19 Cr
1 BHK Apartment,Roha Realty Roha VatikaKurla,Kurla,Mumbai,439,"22,323",98 L
2,NA,Nilje Gaon,Mumbai,1503,"6,187",93 L
3 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1180,"5,762",68 L
1,NA,Palava,Mumbai,682,"5,131",35 L
3 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1180,"5,762",68 L
1,NA,Palava,Mumbai,682,"5,131",35 L
2 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1098,"5,555",61 L
1,NA,Nilje Gaon,Mumbai,585,"5,811",34 L
2 BHK Apartment,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,981,"4,791",47 L
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1503,"5,788",87 L
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,1044,"5,651",59 L
2 BHK Apartment,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,"5,671",49 L
3 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,"6,375",70 L
3 BHK Apartment,Lodha Palava Trinity A To CDombivali,Dombivali,Mumbai,1699,"7,651",1.3 Cr
3 BHK Apartment,Lodha Palava Serenity DDombivali,Dombivali,Mumbai,1699,"7,357",1.25 Cr
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,881,"5,107",45 L
3,NA,Dombivali East,Mumbai,1098,"6,921",76 L
2,NA,Koper Khairane,Mumbai,1000,"9,000",90 L
1,NA,Dombivali East,Mumbai,648,"6,712",43.5 L
